panel_id,panel_description,rank_within_panel,taxon_long,genus,family,species_short
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,5,k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum,Fusobacterium,Fusobacteriaceae,Fusobacterium nucleatum
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,6,k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister_pneumosintes,Dialister,Veillonellaceae,Dialister pneumosintes
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,7,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_asaccharolytica,Porphyromonas,Porphyromonadaceae,Porphyromonas asaccharolytica
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,8,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,Roseburia,Lachnospiraceae,Roseburia intestinalis
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,9,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,Streptococcus,Streptococcaceae,Streptococcus salivarius
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,10,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum,Lachnoclostridium,Lachnospiraceae,Clostridium symbiosum
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,11,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_sp_CAG_303,Roseburia,Lachnospiraceae,Roseburia sp CAG 303
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,12,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,Roseburia,Lachnospiraceae,Roseburia faecis
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,13,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,Faecalibacterium,Ruminococcaceae,Faecalibacterium prausnitzii
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,14,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi,Eisenbergiella,Lachnospiraceae,Eisenbergiella tayi
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,15,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,Eubacterium,Eubacteriaceae,Eubacterium eligens
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,16,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group,Streptococcus,Streptococcaceae,Streptococcus anginosus group
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,17,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,Ruthenibacterium,Ruminococcaceae,Ruthenibacterium lactatiformans
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,18,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis,Romboutsia,Peptostreptococcaceae,Romboutsia ilealis
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,19,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Aeriscardovia|s__Aeriscardovia_aeriphila,Aeriscardovia,Bifidobacteriaceae,Aeriscardovia aeriphila
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,20,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Hungatella|s__Hungatella_hathewayi,Hungatella,Clostridiaceae,Hungatella hathewayi
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,21,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,Bacteroides,Bacteroidaceae,Bacteroides fragilis
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,22,k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii,Methanobrevibacter,Methanobacteriaceae,Methanobrevibacter smithii
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,23,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans,Ruminococcus,Ruminococcaceae,Ruminococcus bicirculans
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,24,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum,Bifidobacterium,Bifidobacteriaceae,Bifidobacterium catenulatum
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,25,k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa,Bulleidia,Erysipelotrichaceae,Bulleidia extructa
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,26,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis,Anaerotruncus,Ruminococcaceae,Anaerotruncus colihominis
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,27,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251,Eubacterium,Eubacteriaceae,Eubacterium sp CAG 251
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,28,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,Butyricimonas,Odoribacteraceae,Butyricimonas virosa
top29_by_study_adjusted_bh_q,Top 29 species ranked by pooled study-adjusted BH q value.,29,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_sp_An100,Flavonifractor,Ruminococcaceae,Flavonifractor sp An100
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,1,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,Streptococcus,Streptococcaceae,Streptococcus salivarius
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis,Roseburia,Lachnospiraceae,Roseburia faecis
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,3,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,Faecalibacterium,Ruminococcaceae,Faecalibacterium prausnitzii
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,4,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,Parabacteroides,Tannerellaceae,Parabacteroides distasonis
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,5,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,Roseburia,Lachnospiraceae,Roseburia intestinalis
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,6,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,Bacteroides,Bacteroidaceae,Bacteroides fragilis
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,7,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,Butyricimonas,Odoribacteraceae,Butyricimonas virosa
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,8,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,Anaerostipes,Lachnospiraceae,Anaerostipes hadrus
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,9,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,Fusicatenibacter,Lachnospiraceae,Fusicatenibacter saccharivorans
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,10,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,Bacteroides,Bacteroidaceae,Bacteroides caccae
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,11,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,Eubacterium,Eubacteriaceae,Eubacterium eligens
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,12,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans,Ruthenibacterium,Ruminococcaceae,Ruthenibacterium lactatiformans
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,13,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,Blautia,Lachnospiraceae,Blautia wexlerae
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,14,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,Bilophila,Desulfovibrionaceae,Bilophila wadsworthia
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,15,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacterium longum
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,16,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens,Intestinimonas,Clostridiales_unclassified,Intestinimonas butyriciproducens
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,17,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,Escherichia,Enterobacteriaceae,Escherichia coli
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,18,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae,Lachnoclostridium,Lachnospiraceae,Clostridium bolteae
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,19,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,Agathobaculum,Ruminococcaceae,Agathobaculum butyriciproducens
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,20,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,Akkermansia,Akkermansiaceae,Akkermansia muciniphila
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,21,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron,Bacteroides,Bacteroidaceae,Bacteroides thetaiotaomicron
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,22,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii,Flavonifractor,Ruminococcaceae,Flavonifractor plautii
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,23,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Gemmiger|s__Gemmiger_formicilis,Gemmiger,Ruminococcaceae,Gemmiger formicilis
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,24,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans,Roseburia,Lachnospiraceae,Roseburia inulinivorans
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,25,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii,Alistipes,Rikenellaceae,Alistipes shahii
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,26,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacterium adolescentis
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,27,k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_stercoris,Collinsella,Coriobacteriaceae,Collinsella stercoris
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,28,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii,Alistipes,Rikenellaceae,Alistipes finegoldii
stable29_transferability_aware,Twenty-nine FDR < 0.10 candidates with at least 60% same-direction cohort support.,29,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae,Parabacteroides,Tannerellaceae,Parabacteroides merdae
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,1,k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius,Streptococcus,Streptococcaceae,Streptococcus salivarius
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,2,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii,Faecalibacterium,Ruminococcaceae,Faecalibacterium prausnitzii
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,3,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis,Parabacteroides,Tannerellaceae,Parabacteroides distasonis
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,4,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis,Roseburia,Lachnospiraceae,Roseburia intestinalis
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,5,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis,Bacteroides,Bacteroidaceae,Bacteroides fragilis
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,6,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa,Butyricimonas,Odoribacteraceae,Butyricimonas virosa
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,7,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus,Anaerostipes,Lachnospiraceae,Anaerostipes hadrus
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,8,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,Fusicatenibacter,Lachnospiraceae,Fusicatenibacter saccharivorans
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,9,k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae,Bacteroides,Bacteroidaceae,Bacteroides caccae
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,10,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens,Eubacterium,Eubacteriaceae,Eubacterium eligens
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,11,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,Blautia,Lachnospiraceae,Blautia wexlerae
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,12,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia,Bilophila,Desulfovibrionaceae,Bilophila wadsworthia
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,13,k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacterium longum
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,14,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens,Intestinimonas,Clostridiales_unclassified,Intestinimonas butyriciproducens
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,15,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli,Escherichia,Enterobacteriaceae,Escherichia coli
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,16,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae,Lachnoclostridium,Lachnospiraceae,Clostridium bolteae
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,17,k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Agathobaculum|s__Agathobaculum_butyriciproducens,Agathobaculum,Ruminococcaceae,Agathobaculum butyriciproducens
high18_consistency_candidates,Stable candidates with high-consistency support across LOCO and heterogeneity layers.,18,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia|s__Akkermansia_muciniphila,Akkermansia,Akkermansiaceae,Akkermansia muciniphila
