taxon_long,coef_crc_clr_study_only,pvalue_study_only,qvalue_bh_study_only,direction_study_only,genus,species_short,coef_crc_clr_study_age_bmi_gender,se_hc3_coef_crc_clr_study_age_bmi_gender,pvalue_coef_crc_clr_study_age_bmi_gender,qvalue_bh_coef_crc_clr_study_age_bmi_gender,direction_coef_crc_clr_study_age_bmi_gender,baseline_sign,covariate_sign,direction_concordant
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra,2.1325455881719457,6.091524866719365e-44,1.8335489848825287e-41,CRC_higher,Parvimonas,Parvimonas micra,2.12979508792393,0.1590684050474014,6.995122172596418e-41,2.1055317739515214e-38,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_sinus,-0.0666294490698286,0.3899328087607715,0.5263218629461535,control_higher,Oribacterium,Oribacterium sinus,-0.1449160215965521,0.0793082163924641,0.0676620315698978,0.1388798675997391,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_johnsonii,-0.1305766294925584,0.4052964921660015,0.5446171613480645,control_higher,Parabacteroides,Parabacteroides johnsonii,-0.0683663868386686,0.1608581634227393,0.670829118436554,0.7562530511213587,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis,0.1007858081383781,0.4158596299929652,0.5563277716794779,CRC_higher,Megasphaera,Megasphaera micronuciformis,-0.0014620950036083,0.1257873534489592,0.990725961478096,0.9940283813496896,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Clostridiales_bacterium_1_7_47FAA,-0.0598576266561822,0.4203807757966072,0.5598876704193751,control_higher,Clostridiales_unclassified,Clostridiales bacterium 1 7 47FAA,-0.0459707604510243,0.0760409607712893,0.5454763102004181,0.6464109030327789,control_higher,-1.0,-1.0,True
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium,0.0972921968729996,0.4247658268515574,0.5632357439749726,CRC_higher,Desulfovibrionaceae_unclassified,Desulfovibrionaceae bacterium,0.0929291999555192,0.1226197743701022,0.44853197759715,0.5601996898620006,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_clostridioforme,0.1518855312582727,0.4270327575890411,0.5637581580451815,CRC_higher,Lachnoclostridium,Clostridium clostridioforme,0.1863762831761978,0.1944439163794881,0.3378060534369571,0.47513842095572,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri,0.2238217688992417,0.4289162118007952,0.5637719639827046,CRC_higher,Prevotella,Prevotella copri,0.1673073467190877,0.2868498800452994,0.5597199616395271,0.6606890527588143,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_paragasseri,0.0833617203954767,0.4365059683148719,0.5712534628816367,CRC_higher,Lactobacillus,Lactobacillus paragasseri,0.008031074220271,0.1067045453948689,0.9400041919443872,0.9586205405267602,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_sp_T11011_6,-0.0962198076041804,0.4532195859795507,0.5905588544582024,control_higher,Veillonella,Veillonella sp T11011 6,-0.2014224451825698,0.1307124930080564,0.1233270392142008,0.2210086608043207,control_higher,-1.0,-1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae,-0.1483381016350682,0.4629165383411556,0.6005943018995166,control_higher,Klebsiella,Klebsiella pneumoniae,-0.2236478472539919,0.204128107150293,0.2732429382683509,0.4031672765626157,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_238,0.0828584563731248,0.4747654742249776,0.6133236383764733,CRC_higher,Firmicutes_unclassified,Firmicutes bacterium CAG 238,0.0340977800793097,0.1148774929354817,0.766604981368566,0.8330256295737847,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,-0.1535214005752161,0.4787110965391619,0.6153327536057749,control_higher,Dorea,Dorea longicatena,-0.0711094950248134,0.2195597928256559,0.7460341645137838,0.8165683037041779,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium,-0.1217658709896134,0.4804092926822495,0.6153327536057749,control_higher,Bifidobacterium,Bifidobacterium dentium,-0.3092644833603382,0.1707330088222724,0.0700801236546358,0.13976101040438,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae,-0.0676803885542774,0.4918348913158471,0.6272978910426694,control_higher,Lactobacillus,Lactobacillus mucosae,-0.0955054507014936,0.1029974029855328,0.3537911599885304,0.4826367524970854,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_intestinalis,0.0923503105476672,0.4974298178629344,0.6317568572858364,CRC_higher,Collinsella,Collinsella intestinalis,0.1112726681570339,0.1397646633138281,0.4259488826635503,0.544590151857261,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis,-0.1203065073780377,0.5082409596329898,0.6427753313005459,control_higher,Streptococcus,Streptococcus parasanguinis,-0.2420623901372125,0.1808357815613366,0.180708828210904,0.3005157861407851,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Eubacterium_siraeum,0.1502872195802185,0.5160807806205836,0.6499594768485174,CRC_higher,Ruminococcaceae_unclassified,Eubacterium siraeum,0.1843900156512066,0.2343675473101227,0.4314248610926452,0.5449330733375303,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis,0.1020300149033408,0.5246384434034816,0.6579840477685333,CRC_higher,Streptococcus,Streptococcus vestibularis,-0.0278643458229436,0.1629766064148181,0.8642462189308268,0.9127653049058908,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans,0.0471797357509044,0.5317562983381093,0.6594647200674475,CRC_higher,Granulicatella,Granulicatella elegans,0.0522700468045669,0.0776527288824583,0.5008673306300861,0.6030442660786237,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus,-0.1062317288601454,0.5356190477711317,0.6594647200674475,control_higher,Bacteroides,Bacteroides clarus,-0.067822433821283,0.1744509224309492,0.6974414235656522,0.7775180314565234,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci,0.078822033215006,0.543881260868646,0.6594647200674475,CRC_higher,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Eubacterium sulci,0.0216068655116029,0.1333561209484359,0.8712871115581838,0.9137889218780952,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta,-0.1241624684964654,0.5459154650524968,0.6594647200674475,control_higher,Eggerthella,Eggerthella lenta,-0.0324026501213916,0.208153687812219,0.8762955480665229,0.9158505554445256,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalitalea|s__Faecalitalea_cylindroides,0.0889583081703498,0.5467542667158165,0.6594647200674475,CRC_higher,Faecalitalea,Faecalitalea cylindroides,0.179532826880769,0.149208558070098,0.2288857378556473,0.3551268406935559,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa,-0.0531729801416318,0.5472705969859115,0.6594647200674475,control_higher,Rothia,Rothia dentocariosa,-0.1270127330813541,0.0884392630680298,0.1509574582033914,0.2581715620410273,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59,0.0876622936170065,0.5487763791606108,0.6594647200674475,CRC_higher,Clostridium,Clostridium bolteae CAG 59,0.1866311613095789,0.1479602260489602,0.2071790498348235,0.3333286516852107,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis,0.0913749616886449,0.5509243046911425,0.6594647200674475,CRC_higher,Streptococcus,Streptococcus infantis,-0.0163515102298378,0.1571291522908547,0.9171184477946056,0.9486345456569631,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Tyzzerella|s__Tyzzerella_nexilis,0.0883832425726004,0.5510974011603226,0.6594647200674475,CRC_higher,Tyzzerella,Tyzzerella nexilis,-0.0002522063162411,0.1518277363355426,0.9986746069053166,0.9986746069053166,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar,-0.103295373753833,0.553490778880052,0.6594647200674475,control_higher,Veillonella,Veillonella dispar,-0.2311863148866247,0.1778480701360421,0.1936321449042169,0.3179811204774984,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_unclassified|s__Clostridium_methylpentosum,0.0441408865189825,0.5554377755510135,0.6594647200674475,CRC_higher,Ruminococcaceae_unclassified,Clostridium methylpentosum,0.0711628018934968,0.0750543059121962,0.343052678380529,0.4802737497327405,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Megamonas|s__Megamonas_hypermegale,0.0948118061669476,0.5557407237890091,0.6594647200674475,CRC_higher,Megamonas,Megamonas hypermegale,0.0708303451145089,0.1643187405331661,0.6664286875961278,0.7541166728061447,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absiella|s__Absiella_dolichum,-0.0631577948314664,0.5559299644637654,0.6594647200674475,control_higher,Absiella,Absiella dolichum,-0.0796112037509614,0.1084134964449634,0.4627480826395583,0.566666730922531,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes,-0.0735468645836442,0.5564918235785105,0.6594647200674475,control_higher,Olsenella,Olsenella scatoligenes,-0.0837320962798924,0.1279519156963719,0.5128523088866921,0.6150141234059534,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis,-0.0744730916968522,0.5600822822919063,0.6598437330071082,control_higher,Lactococcus,Lactococcus lactis,-0.0172146264091338,0.1292163491808325,0.8940167968584514,0.9311386015722972,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_galacturonicus,-0.0796762493262082,0.5620362387969599,0.6598437330071082,control_higher,Bacteroides,Bacteroides galacturonicus,-0.078129162876126,0.1412906869590074,0.5802856409499707,0.6796341553538567,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum,-0.0931041920754935,0.5655064885332812,0.6598437330071082,control_higher,Clostridium,Clostridium disporicum,-0.2310349923942153,0.1634447439914021,0.1574982510255863,0.2678360088062231,control_higher,-1.0,-1.0,True
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum,0.0600572761381829,0.5655803425775213,0.6598437330071082,CRC_higher,Cloacibacillus,Cloacibacillus porcorum,0.0560570661617102,0.1030481576331475,0.5864490294892233,0.6815488721090973,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii,-0.1501050956645926,0.5742706522026261,0.6663946985304002,control_higher,Ruminococcus,Ruminococcus bromii,-0.1539988703632621,0.2736753891598863,0.5736348818311328,0.6744691384030116,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus,0.1242434668940327,0.5767888697919565,0.6663946985304002,CRC_higher,Bacteroides,Bacteroides vulgatus,0.1964310993327571,0.2310593499490843,0.3952513365540875,0.5195224991387788,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola,0.1172650131389213,0.5778372635097491,0.6663946985304002,CRC_higher,Bacteroides,Bacteroides coprocola,0.0672586417795906,0.217321109179135,0.7569490569155222,0.8255132830854064,CRC_higher,1.0,1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_freundii,-0.054928895579576,0.581024046561926,0.6675123588364111,control_higher,Citrobacter,Citrobacter freundii,-0.0753946099099566,0.0999645818265015,0.4507211960958904,0.5606077686977811,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum,0.1123784545185032,0.6089368638573125,0.6969201369621714,CRC_higher,Erysipelatoclostridium,Erysipelatoclostridium ramosum,0.0934482638114469,0.2252322071539376,0.678216991578386,0.7588970797958892,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques,0.1250062344574094,0.6148527381087971,0.7010252809498029,CRC_higher,Blautia,Ruminococcus torques,0.1294066055249655,0.2530299446230252,0.6090513733543343,0.7023925799986768,CRC_higher,1.0,1.0,True
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__Victivallis|s__Victivallis_vadensis,-0.0485773475294498,0.626350714860318,0.7102955868740054,control_higher,Victivallis,Victivallis vadensis,-0.0459911674239929,0.1019982754226196,0.6520605986422403,0.7406424158162805,control_higher,-1.0,-1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_oris,-0.0486773743694594,0.6277030767723769,0.7102955868740054,control_higher,Actinomyces,Actinomyces oris,-0.091003881899627,0.1028924211778838,0.3764497760129448,0.5013777990260903,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Sellimonas|s__Sellimonas_intestinalis,-0.0894628070742035,0.6375000505779389,0.7186798322994742,control_higher,Sellimonas,Sellimonas intestinalis,0.0368198278935613,0.1948074954358017,0.8500879435989506,0.900973489518606,CRC_higher,-1.0,1.0,False
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii,0.1003988575795342,0.6423095487675408,0.7210118847944367,CRC_higher,Bacteroides,Bacteroides finegoldii,0.0929839784713459,0.2212132083824329,0.6742396733762976,0.7572617227099463,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_An138,0.043308388789132,0.6443594585039982,0.7210118847944367,CRC_higher,Lachnoclostridium,Lachnoclostridium sp An138,0.1554788348625667,0.095094923929261,0.1020520584047159,0.1896152443198734,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_inops,0.087969892244157,0.6488514200838851,0.7233491757231459,CRC_higher,Alistipes,Alistipes inops,0.1614322530841447,0.1977484180470633,0.414299024941962,0.5352103283585004,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica,0.0607978695745194,0.6657814714288154,0.7363852747193668,CRC_higher,Blautia,Blautia hydrogenotrophica,0.1103258350350988,0.1445449849903407,0.4453065792972223,0.558488668201933,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_saccharolyticum,-0.0692396624239347,0.6673144912120611,0.7363852747193668,control_higher,Lachnoclostridium,Clostridium saccharolyticum,0.0580260736591952,0.1650431798025174,0.7251523915819782,0.8013953523245556,CRC_higher,-1.0,1.0,False
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium,0.0993645055716263,0.6678843189315187,0.7363852747193668,CRC_higher,Phascolarctobacterium,Phascolarctobacterium faecium,0.1912703423628872,0.233143204839013,0.4119889536231617,0.5345201510369468,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara,0.0600748552276768,0.6725182197478308,0.7387882632996243,CRC_higher,Paraprevotella,Paraprevotella clara,0.0772753340289039,0.1429798559255637,0.5888777122694775,0.6817391976658181,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis,0.0652938472579302,0.681190707873101,0.7455941929811033,CRC_higher,Gemella,Gemella sanguinis,-0.0566326020869921,0.1621210935294085,0.7268469474571551,0.8013953523245556,control_higher,1.0,-1.0,False
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_varium,0.0375228242082487,0.7072315164920735,0.7712923422612831,CRC_higher,Fusobacterium,Fusobacterium varium,0.0207060586508026,0.1004832860210618,0.8367403687215242,0.8899606041879109,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_HPA0247,0.0344553391154533,0.7236462588981813,0.7863448517269046,CRC_higher,Actinomyces,Actinomyces sp HPA0247,-0.0164471542696654,0.0984713993534548,0.867350627435223,0.9128410449580492,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus,-0.0311207524425042,0.7300505363793319,0.7885899100338196,control_higher,Streptococcus,Streptococcus cristatus,-0.1020182760653821,0.0911444404623778,0.2630107540653937,0.3938618754909627,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella|s__Barnesiella_intestinihominis,0.0831538902993289,0.7309521093004507,0.7885899100338196,CRC_higher,Barnesiella,Barnesiella intestinihominis,0.2322616371524106,0.2470558512277354,0.3471570691776908,0.4826367524970854,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis,0.0791673046560789,0.7478055235977901,0.8038909378676243,CRC_higher,Alistipes,Alistipes putredinis,0.1258059780167917,0.2520410551414064,0.6176745950724529,0.7096185233465967,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_brachy,0.026594375656209,0.7517222575356043,0.80522562106127,CRC_higher,Clostridiales_Family_XIII_Incertae_Sedis_unclassified,Eubacterium brachy,-0.0060527217327718,0.0842047521708967,0.9426966112821296,0.9586205405267602,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis,-0.0467507914159224,0.7559042118154229,0.8068339282143343,control_higher,Streptococcus,Streptococcus sanguinis,-0.1135474243636311,0.1543222826161571,0.4618639033076773,0.566666730922531,control_higher,-1.0,-1.0,True
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex,0.0312713949787949,0.761074807583464,0.8094823925181013,CRC_higher,Enterobacter,Enterobacter cloacae complex,0.0016225864439239,0.102878973501365,0.9874164471444526,0.9940212394330444,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaeromassilibacillus|s__Anaeromassilibacillus_sp_An250,0.0444544427441811,0.7856887291127641,0.8327193924751479,CRC_higher,Anaeromassilibacillus,Anaeromassilibacillus sp An250,0.1425968746342472,0.1655142844120045,0.3889417048577077,0.5157332738421587,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_milleri,0.0206086907248017,0.7949320606995345,0.8382120703246698,CRC_higher,Streptococcus,Streptococcus milleri,-0.0076934641671334,0.0790708000155209,0.9224894081201668,0.9502188349367676,control_higher,1.0,-1.0,False
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_cateniformis,0.0335530803953821,0.7979288638696601,0.8382120703246698,CRC_higher,Coprobacillus,Coprobacillus cateniformis,-0.0022224947728739,0.1326053706468122,0.9866279077580036,0.9940212394330444,control_higher,1.0,-1.0,False
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans,0.0296779007438801,0.8016066963887767,0.8382120703246698,CRC_higher,Fusobacterium,Fusobacterium ulcerans,0.0574983939314333,0.1218301311008474,0.6369585901678666,0.728990629811893,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii,-0.0376542342245304,0.8020102201113121,0.8382120703246698,control_higher,Alistipes,Alistipes onderdonkii,-0.0144967416946896,0.1539211261116204,0.9249638492906076,0.9502188349367676,control_higher,-1.0,-1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144,0.0439492947818884,0.8091833072789524,0.8427826141555871,CRC_higher,Bacteroides,Bacteroides sp CAG 144,0.145206482613621,0.1830955633281739,0.4277405906865248,0.544590151857261,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii,-0.0201240701002217,0.8318342595811696,0.863386593565283,control_higher,Sanguibacteroides,Sanguibacteroides justesenii,0.0026919468182027,0.0974358112460414,0.9779589294293634,0.991130093462082,CRC_higher,-1.0,1.0,False
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus,0.0416124840034716,0.8429238980543188,0.8718903550321304,CRC_higher,Bacteroides,Bacteroides ovatus,0.0459674927471107,0.2150580649706458,0.8307462557761993,0.8867185212362978,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_asparagiforme,0.0276389503794534,0.8567177076458912,0.8831233904157988,CRC_higher,Lachnoclostridium,Clostridium asparagiforme,0.0343314787763433,0.1565855997168484,0.8264548804798941,0.8852772919019506,CRC_higher,1.0,1.0,True
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini,-0.0302522546124205,0.8815553177763394,0.9056250875449766,control_higher,Acidaminococcus,Acidaminococcus intestini,0.0220574807527658,0.2029009229930146,0.9134320353792582,0.9480794574108852,CRC_higher,-1.0,1.0,False
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprophilus,-0.0162852883841804,0.8937483264906517,0.915028048549953,control_higher,Bacteroides,Bacteroides coprophilus,-0.0421954575879367,0.1227380319412838,0.7310082067338347,0.8030418621419133,control_higher,-1.0,-1.0,True
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,0.0243431083552143,0.901138381756292,0.9194666200293012,CRC_higher,Dorea,Dorea formicigenerans,0.0171740442617844,0.2007098747516391,0.9318110189372046,0.9539969955785668,CRC_higher,1.0,1.0,True
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma|s__Enorma_massiliensis,0.0116226753796121,0.9242204209585628,0.9398322523936736,CRC_higher,Enorma,Enorma massiliensis,0.0577725559991936,0.1238078958542457,0.6407641712197969,0.7305682406710563,CRC_higher,1.0,1.0,True
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens,-0.0138065784927934,0.9479809172533348,0.9607483370143224,control_higher,Bacteroides,Bacteroides xylanisolvens,0.0617327840887019,0.2156267947636375,0.7746525038775609,0.8357362138607378,CRC_higher,-1.0,1.0,False
